序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
17,835237,力佳科技,15.85,12.09,1.71,27526.0,44703783.13,27.44,17.98,14.1,14.1,14.14,2.96,8.0,18.27,1.84,815007000.0,545042477.0,-0.19,-0.5,14.36,-8.49
18,300618,寒锐钴业,31.8,12.05,3.42,307510.0,947898389.09,11.87,32.45,29.08,29.51,28.38,1.73,11.28,57.06,1.89,9929036080.0,8669090411.0,1.05,0.44,16.48,12.41
19,300139,晓程科技,13.21,11.29,1.34,1004086.0,1232260316.32,21.9,13.86,11.26,11.5,11.87,1.08,42.97,64.65,3.42,3619540000.0,3086539287.0,0.61,0.15,38.47,29.89
20,688050,爱博医疗,138.39,10.54,13.19,31471.0,438742701.0,5.07,143.0,136.65,140.0,125.2,3.23,2.99,35.39,6.58,14565684783.0,14565684783.0,-0.27,-0.19,-15.12,-19.56
21,300477,合纵科技,3.18,10.42,0.3,1324683.0,400769624.54,21.88,3.44,2.81,3.1,2.88,1.79,14.16,-14.41,1.54,3409019425.0,2974693187.0,-3.64,-5.92,-13.82,-15.2
22,688152,麒麟信安,40.78,10.28,3.8,21768.0,87134704.0,15.14,42.0,36.4,36.62,36.98,2.9,7.19,-106.05,2.53,3210961698.0,1233798207.0,0.27,0.12,-34.99,-41.8
23,000520,凤凰航运,2.81,10.2,0.26,866285.0,221741779.97,15.69,2.81,2.41,2.5,2.55,1.33,8.56,-128.53,5.3,2843954509.0,2843954509.0,0.0,8.08,1.81,1.44
24,300152,新动力,2.38,10.19,0.22,1026889.0,240178135.73,11.11,2.46,2.22,2.27,2.16,2.06,14.41,-52.0,4.58,1696464000.0,1695531278.0,-0.42,-0.42,-21.45,-18.49
25,601096,宏盛华源,5.34,10.1,0.49,1215417.0,625481293.0,13.2,5.34,4.7,4.81,4.85,1.82,18.74,115.17,3.38,14285328170.0,3464165393.0,0.0,0.0,-19.21,-4.64
26,603879,永悦科技,5.57,10.08,0.51,578505.0,309050459.0,10.08,5.57,5.06,5.1,5.06,1.33,16.1,-49.13,4.29,2009221206.0,2001548531.0,0.0,0.0,-12.83,-12.83
27,002057,中钢天源,7.99,10.06,0.73,435991.0,342013104.42,9.09,7.99,7.33,7.36,7.26,2.37,5.84,22.08,1.97,6064791730.0,5962040330.0,0.0,0.0,5.69,-0.62
28,002542,中化岩土,2.19,10.05,0.2,1248939.0,269757013.34,9.55,2.19,2.0,2.0,1.99,4.59,7.8,-5.35,1.91,3955395656.0,3507557981.0,0.0,0.0,-17.05,-18.89
29,600756,浪潮软件,12.16,10.05,1.11,132411.0,159883758.0,3.44,12.16,11.78,11.78,11.05,3.06,4.09,43.31,1.7,3941040836.0,3941040836.0,0.0,0.0,-4.03,-12.33
30,000737,北方铜业,10.3,10.04,0.94,1784329.0,1767670777.44,10.9,10.3,9.28,9.38,9.36,1.15,24.57,26.35,3.81,18256298520.0,7480597707.0,0.0,0.0,77.28,77.59
31,600262,北方股份,17.22,10.03,1.57,45086.0,76628914.0,4.6,17.22,16.5,17.0,15.65,1.19,2.65,20.66,1.97,2927400000.0,2927400000.0,0.0,0.0,-9.23,-10.55
32,002635,安洁科技,14.81,10.03,1.35,216149.0,311250167.72,6.24,14.81,13.97,14.2,13.46,2.88,5.35,32.37,1.68,9958793258.0,5987474046.0,0.0,0.0,4.0,-9.31
33,603861,白云电器,8.56,10.03,0.78,115763.0,93249907.0,11.05,8.56,7.7,7.78,7.78,1.67,2.73,45.71,1.37,3732646696.0,3630427653.0,0.0,0.0,-14.83,-12.47
34,600379,宝光股份,9.11,10.02,0.83,50620.0,45834802.0,4.47,9.11,8.74,8.8,8.28,0.71,1.53,42.59,4.27,3008136248.0,3008136248.0,0.0,0.0,-10.07,-9.35
35,603161,科华控股,15.15,10.02,1.38,15720.0,23815785.0,0.0,15.15,15.15,15.15,13.77,0.6,1.18,16.4,1.45,2021010000.0,2021010000.0,0.0,0.0,-4.17,-5.19
36,603279,景津装备,23.39,10.02,2.13,109276.0,246401989.0,9.97,23.39,21.27,21.27,21.26,2.7,1.92,13.68,3.69,13488601336.0,13302832272.0,0.0,0.0,21.7,11.12
37,603955,大千生态,11.97,10.02,1.09,37129.0,41604402.0,15.07,11.97,10.33,10.87,10.88,1.52,2.74,74.56,0.99,1624568400.0,1624568400.0,0.0,0.0,-33.76,-18.52
38,000504,南华生物,7.25,10.02,0.66,77996.0,54328991.0,11.38,7.25,6.5,6.58,6.59,2.18,2.51,3686.94,8.38,2392667461.0,2252337207.0,0.0,0.0,-32.43,-37.5
39,603312,西典新能,32.63,10.01,2.97,113306.0,353431876.0,11.9,32.63,29.1,29.19,29.66,1.37,33.24,27.58,3.18,5273008000.0,1112133152.0,0.0,0.0,-30.16,12.44
40,000524,岭南控股,9.12,10.01,0.83,170437.0,150223912.22,11.34,9.12,8.18,8.2,8.29,0.74,2.54,88.79,2.91,6112302405.0,6110930802.0,0.0,0.0,-3.39,2.36
41,002835,同为股份,21.87,10.01,1.99,11458.0,25059630.15,0.0,21.87,21.87,21.87,19.88,0.24,0.9,31.88,4.61,4800332271.0,2783698390.0,0.0,0.0,30.96,21.91
42,002956,西麦食品,13.85,10.01,1.26,32835.0,45120664.65,9.29,13.85,12.68,12.68,12.59,0.88,1.48,25.07,2.13,3092395716.0,3081229790.0,0.0,0.0,-4.28,-3.35
43,001326,联域股份,39.25,10.01,3.57,40262.0,152741027.74,12.92,39.25,34.64,35.4,35.68,1.72,22.45,18.75,2.35,2873100000.0,703828292.0,0.0,0.0,-25.75,-28.8
44,605198,安德利,40.26,10.0,3.66,39584.0,152854874.0,14.51,40.26,34.95,35.0,36.6,1.24,1.46,54.99,5.55,14050740000.0,10891779360.0,0.35,0.35,66.5,72.79
45,603679,华体科技,12.1,10.0,1.1,155379.0,178521905.0,11.55,12.1,10.83,11.0,11.0,1.01,9.52,25.55,2.25,1974503604.0,1974503604.0,0.0,0.0,-16.72,-18.96
46,603580,艾艾精工,22.44,10.0,2.04,79211.0,175642735.0,7.06,22.44,21.0,21.3,20.4,0.84,6.06,581.73,6.65,2932306608.0,2932306608.0,0.0,0.0,49.9,50.71
47,603153,上海建科,18.81,10.0,1.71,92690.0,168676821.0,9.42,18.81,17.2,17.2,17.1,1.25,6.87,44.23,2.36,7709487404.0,2539350000.0,0.0,0.0,-0.32,-10.98
48,600203,福日电子,7.26,10.0,0.66,814621.0,571038189.0,9.24,7.26,6.65,6.86,6.6,1.25,13.74,-15.04,2.11,4305093475.0,4305093475.0,0.0,0.0,8.36,-2.02
49,002455,百川股份,7.48,10.0,0.68,716310.0,511833435.97,14.12,7.48,6.52,6.64,6.8,1.12,14.14,-53.32,2.16,4436934242.0,3788820464.0,0.0,0.0,2.75,0.81
50,002111,威海广泰,11.11,10.0,1.01,219168.0,237002914.86,9.41,11.11,10.16,10.23,10.1,2.81,4.59,46.09,1.88,5936331919.0,5304039054.0,0.0,0.0,28.74,22.63
51,002073,软控股份,9.46,10.0,0.86,752589.0,687259135.74,11.86,9.46,8.44,8.57,8.6,1.6,7.85,28.73,1.81,9573002576.0,9066330652.0,0.0,0.0,51.85,43.99
52,000913,钱江摩托,15.07,10.0,1.37,187472.0,275101529.87,10.0,15.07,13.7,13.85,13.7,2.42,4.1,17.12,1.79,7944768370.0,6891903574.0,0.0,0.0,25.9,20.85
53,000099,中信海直,20.24,10.0,1.84,1594627.0,3195543853.97,4.57,20.24,19.4,19.86,18.4,0.88,22.45,65.66,3.08,15701587573.0,14374754353.0,0.0,0.0,125.39,130.0
54,003021,兆威机电,59.43,9.99,5.4,38775.0,221255562.61,11.85,59.43,53.03,54.03,54.03,1.58,6.35,56.49,3.29,10163018396.0,3630459840.0,0.0,0.0,-26.08,-36.77
55,603860,中公高科,38.08,9.99,3.46,119545.0,426619058.0,17.68,38.08,31.96,33.13,34.62,1.6,17.93,49.23,3.3,2539174400.0,2539174400.0,0.0,0.0,26.51,22.64
56,603728,鸣志电器,53.61,9.99,4.87,95346.0,490089026.0,12.78,53.61,47.38,48.69,48.74,2.09,2.28,201.19,8.03,22519738260.0,22456290825.0,0.0,0.0,-1.33,-18.59
57,603551,奥普家居,11.78,9.99,1.07,86283.0,99335178.0,9.71,11.78,10.74,10.74,10.71,2.5,2.16,16.35,3.21,4727749860.0,4695496220.0,0.0,0.0,11.13,11.24
58,603357,设计总院,11.56,9.99,1.05,918886.0,1043470751.0,6.28,11.56,10.9,11.03,10.51,4.27,16.85,13.28,1.9,6484876144.0,6305416300.0,0.0,0.0,29.02,29.89
59,605376,博迁新材,22.46,9.99,2.04,163587.0,361789759.0,11.41,22.46,20.13,20.19,20.42,1.53,6.25,343.09,3.62,5875536000.0,5875536000.0,0.0,0.0,-12.27,-20.35
60,603657,春光科技,19.71,9.99,1.79,10470.0,20635582.0,0.0,19.71,19.71,19.71,17.92,0.16,0.77,51.09,2.77,2712761213.0,2664595886.0,0.0,0.0,21.74,22.5
61,603017,中衡设计,8.48,9.99,0.77,91881.0,74752428.0,11.02,8.48,7.63,8.36,7.71,2.97,3.33,21.93,1.62,2339680997.0,2339680997.0,0.0,0.0,-16.45,-15.28
62,603076,乐惠国际,24.78,9.99,2.25,14829.0,36054620.0,8.34,24.78,22.9,22.9,22.53,1.49,1.23,60.56,2.23,2990979304.0,2990979304.0,0.0,0.0,-1.9,-7.54
63,603726,朗迪集团,12.45,9.98,1.13,79619.0,96432810.0,11.75,12.45,11.12,11.32,11.32,2.36,4.29,19.89,1.95,2311357440.0,2311357440.0,0.0,0.0,-16.39,-18.31
64,002882,金龙羽,17.64,9.98,1.6,183207.0,313736313.0,7.48,17.64,16.44,16.74,16.04,0.84,7.43,46.79,3.65,7636356000.0,4351016250.0,0.0,0.0,-24.26,17.6
65,600738,丽尚国潮,4.3,9.97,0.39,333991.0,142419958.0,4.86,4.3,4.11,4.3,3.91,3.16,4.39,39.66,1.69,3273741515.0,3270864643.0,0.0,0.0,-19.48,-19.17
66,002862,实丰文化,12.35,9.97,1.12,99372.0,116604623.5,11.93,12.35,11.01,11.24,11.23,1.55,11.02,-104.52,3.19,1482000000.0,1113686975.0,0.0,0.0,-25.74,-41.52
67,603933,睿能科技,14.34,9.97,1.3,164686.0,233794959.0,4.22,14.34,13.79,14.33,13.04,2.77,7.93,50.93,2.35,3014692106.0,2976189206.0,0.0,0.0,-0.35,-7.78
68,002590,万安科技,13.35,9.97,1.21,104080.0,138946800.0,0.0,13.35,13.35,13.35,12.14,0.71,2.28,20.04,2.82,6403286462.0,6081641081.0,0.0,0.0,25.0,17.41
69,603311,金海高科,9.05,9.96,0.82,177281.0,158365314.0,9.96,9.05,8.23,8.29,8.23,6.85,7.52,37.09,1.73,2134749358.0,2134749358.0,0.11,0.0,-13.73,-12.48
70,605001,威奥股份,5.63,9.96,0.51,56359.0,31401778.0,4.3,5.63,5.41,5.5,5.12,0.63,1.43,8.63,0.81,2211948180.0,2211948180.0,0.0,0.0,-14.18,-15.84
71,600686,金龙汽车,8.28,9.96,0.75,377811.0,302563090.0,11.55,8.28,7.41,7.55,7.53,1.03,5.27,78.53,1.91,5937152613.0,5937152613.0,0.0,0.0,16.62,9.38
72,605299,舒华体育,10.71,9.96,0.97,118801.0,124863230.0,10.88,10.71,9.65,10.08,9.74,3.05,2.9,34.19,3.35,4408974990.0,4393980990.0,0.0,0.0,10.07,8.18
73,603065,宿迁联盛,10.27,9.96,0.93,50927.0,49802031.0,12.21,10.27,9.13,9.25,9.34,1.69,2.61,55.46,2.07,4302796964.0,2007096859.0,0.0,0.0,-27.16,-25.47
74,603289,泰瑞机器,10.05,9.96,0.91,222926.0,210827894.0,16.85,10.05,8.51,9.01,9.14,0.88,7.6,26.9,2.13,2970452792.0,2946873060.0,0.0,0.0,-1.95,-8.97
75,000929,兰州黄河,7.07,9.95,0.64,144249.0,98759287.11,11.2,7.07,6.35,6.36,6.43,2.43,7.77,-378.89,2.24,1313365620.0,1313282357.0,0.0,0.0,-28.66,-27.86
76,603183,建研院,4.42,9.95,0.4,67306.0,29749252.0,0.0,4.42,4.42,4.42,4.02,0.55,1.34,19.75,1.4,2214628407.0,2214628407.0,0.0,0.0,-6.95,-5.35
77,600408,安泰集团,2.1,9.95,0.19,276429.0,56924083.0,10.47,2.1,1.9,1.91,1.91,0.66,2.75,-3.12,1.15,2114280000.0,2114280000.0,0.0,0.0,-9.87,-13.58
78,688011,新光光电,15.18,9.68,1.34,12565.0,18415702.0,12.64,15.36,13.61,13.85,13.84,1.56,1.26,-39.88,1.33,1518000000.0,1518000000.0,-0.33,-0.85,-31.78,-35.81
79,300756,金马游乐,13.53,9.64,1.19,118431.0,159049940.36,19.37,14.5,12.11,12.22,12.34,1.49,10.01,16.76,1.48,2132303321.0,1601455233.0,-0.22,0.15,-16.58,-16.48
80,688093,世华科技,14.3,9.33,1.22,56533.0,81038472.0,7.19,14.9,13.96,13.96,13.08,4.55,2.23,22.75,1.97,3755627762.0,3633101515.0,-0.21,-0.14,-14.68,-21.47
81,833580,科创新材,5.95,9.17,0.5,39963.0,24306332.06,18.35,6.66,5.66,5.67,5.45,4.74,7.15,29.16,1.55,511700000.0,332626188.0,0.17,0.51,-7.18,-27.26
82,837592,华信永道,14.72,9.12,1.23,37126.0,54560171.6,19.64,15.97,13.32,13.44,13.49,1.83,21.67,-16.0,2.42,914848000.0,252212127.0,0.07,0.41,-8.0,-39.62
83,002242,九阳股份,12.33,9.12,1.03,366125.0,439067144.26,11.95,12.43,11.08,11.15,11.3,3.39,4.78,18.19,2.62,9457319610.0,9441151281.0,1.82,2.07,1.23,-2.99
84,000609,中迪投资,4.21,9.07,0.35,167962.0,68731486.0,10.1,4.25,3.86,3.93,3.86,1.99,5.75,-13.12,2.52,1259907848.0,1229696888.0,0.48,0.0,-32.64,-36.4
85,871634,新威凌,14.92,8.67,1.19,52493.0,74841541.26,15.73,15.38,13.22,13.63,13.73,1.11,33.88,42.46,3.8,929844240.0,231169286.0,0.13,-1.06,32.04,12.94
86,300863,卡倍亿,41.3,8.66,3.29,22322.0,90727406.02,13.02,42.5,37.55,37.9,38.01,2.5,6.67,21.76,3.18,3670770804.0,1382190693.0,0.22,0.51,-8.24,-17.47
87,002167,东方锆业,7.42,8.64,0.59,1499609.0,1092633709.8,13.91,7.51,6.56,6.62,6.83,1.18,21.87,-571.12,3.8,5749776550.0,5088593060.0,0.13,-1.2,15.76,15.4
88,300900,广联航空,26.94,8.54,2.12,212958.0,568345133.97,15.27,28.84,25.05,25.2,24.82,2.46,13.72,44.61,4.05,5704846028.0,4182281415.0,0.04,-0.04,15.08,9.16
89,300577,开润股份,20.4,8.22,1.55,51555.0,100888409.74,10.72,20.49,18.47,18.76,18.85,1.24,3.68,30.29,2.72,4891767632.0,2857486385.0,0.89,2.0,38.4,39.06
90,836699,海达尔,15.54,8.22,1.18,33461.0,53406297.2,23.61,17.66,14.27,14.38,14.36,1.82,26.5,22.28,2.77,709017162.0,196197162.0,0.26,0.26,12.69,-9.55
91,000420,吉林化纤,3.7,8.19,0.28,1388074.0,510139620.29,10.82,3.76,3.39,3.42,3.42,1.72,5.65,125.24,2.07,9097812869.0,9094704129.0,-0.54,0.54,23.75,27.15
92,301070,开勒股份,34.03,8.1,2.55,19191.0,63500574.6,11.59,34.6,30.95,33.0,31.48,1.58,5.48,39.0,2.65,2196813456.0,1192611296.0,-0.09,0.12,-14.43,-24.14
93,688691,灿芯股份,50.25,8.06,3.75,78666.0,386586881.0,15.76,52.21,44.88,46.06,46.5,0.73,32.82,35.37,4.5,6030000000.0,1204266325.0,-0.42,-0.3,153.02,153.02
94,301366,一博科技,31.04,7.97,2.29,96579.0,297480588.17,10.26,32.0,29.05,30.39,28.75,2.05,17.65,46.86,2.16,4656000031.0,1698230495.0,0.29,0.42,5.11,-6.98
95,301500,飞南资源,24.33,7.89,1.78,173171.0,398296070.81,13.92,24.94,21.8,22.38,22.55,1.03,43.28,43.31,2.23,9732243300.0,973443300.0,0.62,1.04,15.58,12.28
96,430510,丰光精密,16.18,7.87,1.18,49679.0,79987028.77,15.8,17.08,14.71,14.71,15.0,1.77,7.89,98.61,4.97,2128986696.0,1018148796.0,-0.12,-0.86,-7.86,-41.97
97,688208,道通科技,25.45,7.84,1.85,128873.0,321622015.0,9.32,25.92,23.72,24.0,23.6,1.66,2.85,64.16,3.8,11500271839.0,11500271839.0,0.2,0.2,19.82,7.16
98,300783,三只松鼠,24.64,7.83,1.79,240658.0,580414109.24,11.82,25.24,22.54,22.74,22.85,2.07,8.61,8.01,3.49,9880640000.0,6889245440.0,-0.12,-0.08,27.01,36.51
99,688510,航亚科技,18.32,7.83,1.33,73014.0,133276226.0,7.24,18.85,17.62,17.62,16.99,2.78,2.83,37.4,4.38,4733569379.0,4733569379.0,0.16,0.0,10.76,3.97
100,301110,青木股份,34.35,7.61,2.43,14238.0,48067140.19,12.94,35.28,31.15,31.92,31.92,1.67,4.04,64.14,1.64,2290000011.0,1210551261.0,0.32,0.44,-15.25,-14.57
101,000683,远兴能源,6.98,7.55,0.49,1312727.0,899126563.15,5.7,7.01,6.64,6.81,6.49,2.49,4.0,11.44,1.84,26041071669.0,22911989761.0,0.14,0.0,22.89,18.91
102,603377,东方时尚,3.16,7.48,0.22,618457.0,193331945.0,7.82,3.23,3.0,3.08,2.94,2.11,8.58,56.15,1.02,2277586552.0,2277586552.0,0.64,-2.17,-27.19,-24.94
103,833171,国航远洋,4.17,7.47,0.29,231449.0,91825729.91,10.31,4.22,3.82,3.86,3.88,0.96,10.53,223.76,1.72,2316049079.0,916358651.0,2.96,4.77,-26.06,-24.32
104,002670,国盛金控,9.39,7.44,0.65,941786.0,885410099.14,10.18,9.61,8.72,8.75,8.74,4.92,5.8,-606.0,1.66,18170444892.0,15243262453.0,0.11,0.0,-1.16,0.75
105,601998,中信银行,7.81,7.43,0.54,3434451.0,2639853288.0,9.9,8.0,7.28,7.31,7.27,3.63,0.89,6.21,0.69,416216544290.0,299986851440.0,0.26,0.26,38.23,47.64
106,832278,鹿得医疗,5.71,7.33,0.39,29492.0,17098230.03,16.35,6.12,5.25,5.33,5.32,3.15,4.04,28.68,2.58,1004960000.0,416763764.0,-0.17,0.0,-12.69,-34.06
107,300427,*ST红相,4.34,7.16,0.29,65287.0,27864715.27,9.38,4.38,4.0,4.04,4.05,1.12,1.88,-26.22,1.07,1672913495.0,1505318853.0,0.46,0.46,-28.5,-35.22
108,603889,新澳股份,7.3,7.04,0.48,140201.0,101653767.0,9.82,7.5,6.83,6.89,6.82,3.08,1.96,13.2,1.68,5333788384.0,5230048084.0,-0.14,-0.95,-8.64,2.53
109,601969,海南矿业,7.64,7.0,0.5,405034.0,304221311.0,6.44,7.75,7.29,7.37,7.14,2.3,2.0,24.89,2.31,15566674261.0,15482897077.0,0.13,0.13,19.56,15.93
110,688523,航天环宇,20.33,7.0,1.33,24885.0,49713354.0,10.21,20.75,18.81,19.13,19.0,2.13,6.83,61.14,4.95,8271870400.0,740507523.0,-0.29,-0.29,-13.12,-24.2
111,300107,建新股份,8.67,6.91,0.56,1068328.0,937565592.94,20.47,9.48,7.82,8.15,8.11,1.16,31.35,338.98,3.3,4818513485.0,2954588029.0,0.0,-1.25,67.7,62.66
112,601022,宁波远洋,9.45,6.78,0.6,287095.0,259309707.0,10.85,9.63,8.67,8.75,8.85,0.86,11.55,24.54,2.28,12366585006.0,2349585006.0,4.07,5.0,-17.4,-14.79
113,002735,王子新材,10.89,6.76,0.69,280323.0,303926159.98,7.75,11.19,10.4,10.7,10.2,2.05,14.65,183.79,2.42,4257060440.0,2083290803.0,-0.37,-0.18,-23.26,-16.23
114,601179,中国西电,8.22,6.75,0.52,4855373.0,3862397608.0,12.34,8.47,7.52,7.53,7.7,1.39,9.47,47.6,1.95,42134752933.0,42134752933.0,0.37,0.37,58.08,66.73
115,603085,天成自控,9.33,6.75,0.59,141352.0,130220175.0,11.56,9.59,8.58,8.74,8.74,1.5,3.82,162.08,4.11,3704943000.0,3454203299.0,0.0,0.86,-5.18,-8.53
116,300484,蓝海华腾,13.63,6.73,0.86,361225.0,490215993.3,16.21,14.69,12.62,12.64,12.77,1.63,21.98,96.97,4.39,2842834997.0,2240196173.0,-0.66,-0.58,12.18,7.92
117,002937,兴瑞科技,20.7,6.59,1.28,61658.0,125476057.78,5.41,20.84,19.79,19.98,19.42,2.32,2.09,23.08,4.24,6164037430.0,6116614351.0,0.34,0.58,-12.25,-20.26
118,002097,山河智能,7.68,6.52,0.47,970159.0,734294761.19,7.63,7.83,7.28,7.35,7.21,1.59,9.04,176.49,1.78,8253060588.0,8238156588.0,0.39,0.26,24.27,25.29
119,300975,商络电子,10.48,6.5,0.64,1242053.0,1290952054.08,16.97,11.27,9.6,9.67,9.84,1.89,34.48,204.7,4.1,6958148809.0,3774726717.0,0.19,0.1,21.3,26.72
120,001216,华瓷股份,13.71,6.44,0.83,118942.0,159929523.0,9.39,13.92,12.71,12.85,12.88,1.09,18.89,19.24,2.18,3453092457.0,863273457.0,0.0,-0.15,4.02,5.06
121,688183,生益电子,9.65,6.39,0.58,140746.0,137715671.0,10.92,10.32,9.33,9.33,9.07,1.17,4.56,-321.16,2.04,8027074339.0,2975471350.0,0.1,-0.1,0.0,-15.13
122,002989,中天精装,17.47,6.39,1.05,113285.0,197478121.78,8.77,18.06,16.62,17.0,16.42,2.75,6.83,59.37,2.0,3174281792.0,2896246742.0,0.0,0.34,2.04,7.05
123,603199,九华旅游,38.62,6.39,2.32,56004.0,210574864.0,9.7,39.32,35.8,36.15,36.3,0.87,5.06,21.12,3.06,4274461600.0,4274461600.0,0.34,0.18,25.72,48.82
124,688682,霍莱沃,26.66,6.3,1.58,11848.0,31074355.0,11.04,27.49,24.72,25.9,25.08,1.24,2.73,70.66,2.96,1939303533.0,1155499533.0,0.41,0.83,-35.59,-44.12
125,834058,华洋赛车,15.2,6.29,0.9,14974.0,22904967.51,12.87,15.95,14.11,14.29,14.3,3.13,10.66,18.41,2.35,851200000.0,213444358.0,0.33,0.0,-41.29,-31.13
126,001696,宗申动力,9.3,6.29,0.55,2234795.0,2060976179.06,9.03,9.63,8.84,8.9,8.75,1.6,25.07,29.42,2.21,10648750356.0,8289459443.0,-0.32,0.0,43.3,40.27
127,002483,润邦股份,5.09,6.26,0.3,567307.0,290921661.78,10.02,5.27,4.79,4.79,4.79,2.04,6.41,81.49,1.13,4512124222.0,4505926567.0,-0.2,-0.2,-0.59,-2.49
128,603320,迪贝电气,12.09,6.24,0.71,103727.0,126322885.0,7.82,12.52,11.63,11.76,11.38,2.18,7.98,37.84,2.01,1572013010.0,1572013010.0,0.58,0.67,-24.53,-24.01
129,603057,紫燕食品,19.86,6.2,1.16,43148.0,85825926.0,10.37,20.48,18.54,18.66,18.7,2.93,6.34,17.97,3.94,8182320000.0,1351709831.0,-0.05,-0.2,-13.05,-7.97
130,002583,海能达,3.94,6.2,0.23,1953073.0,763393709.3,7.82,4.07,3.78,3.85,3.71,2.2,15.24,36.42,1.12,7163764661.0,5050922565.0,0.0,-0.25,-27.84,-33.78
131,300243,瑞丰高材,9.81,6.17,0.57,309549.0,307916324.28,15.8,10.61,9.15,9.18,9.24,1.4,16.23,27.9,2.33,2456626361.0,1870662474.0,-0.1,0.2,2.72,0.41
132,300067,安诺其,4.15,6.14,0.24,1478700.0,604508935.81,9.97,4.27,3.88,4.04,3.91,1.77,19.16,-392.53,1.86,4790654482.0,3202171349.0,-0.48,-0.24,34.3,33.44
133,300017,网宿科技,9.92,6.1,0.57,1927241.0,1870364962.8,11.98,10.25,9.13,9.25,9.35,2.19,8.46,39.49,2.52,24212482941.0,22598255048.0,0.1,0.2,16.98,26.37
134,603968,醋化股份,13.79,6.0,0.78,168543.0,224041399.0,15.37,14.2,12.2,12.56,13.01,1.88,8.24,32.91,1.42,2886453850.0,2819779200.0,0.07,-0.07,-2.06,-2.96
135,603112,华翔股份,12.38,5.99,0.7,53585.0,65972359.0,7.96,12.57,11.64,11.66,11.68,1.95,1.24,14.42,2.18,5412139976.0,5359492627.0,-0.56,-0.56,4.21,1.89
