Match_Id,Over_Id,Ball_Id,Runs_Scored,Innings_No
335987,10,3,1,1
335987,10,3,0,2
335987,10,4,0,1
335987,10,5,6,1
335987,10,5,0,2
335987,10,6,1,1
335987,10,6,4,2
335987,10,7,1,2
335987,11,1,1,1
335987,11,1,0,2
335987,11,2,4,1
335987,11,2,0,2
335987,11,3,0,1
335987,11,3,0,2
335987,11,4,6,1
335987,11,4,1,2
335987,11,5,0,1
335987,11,5,4,2
335987,11,6,0,1
335987,11,6,0,2
335987,12,1,0,1
335987,12,1,1,2
335987,12,2,6,1
335987,12,2,0,2
335987,12,3,2,1
335987,12,3,0,2
335987,12,4,1,1
335987,12,4,1,2
335987,12,5,0,1
335987,12,5,0,2
335987,12,6,1,1
335987,12,6,1,2
335987,13,1,0,1
335987,13,1,6,2
335987,13,2,4,1
335987,13,3,0,1
335987,13,3,1,2
335987,13,4,2,1
335987,13,4,1,2
335987,13,5,0,2
335987,13,6,4,1
335987,13,6,0,2
335987,13,7,1,1
335987,13,7,1,2
335987,14,1,1,1
335987,14,1,0,2
335987,14,2,0,1
335987,14,2,1,2
335987,14,3,1,1
335987,14,3,0,2
335987,14,4,1,1
335987,14,4,0,2
335987,14,5,1,1
335987,14,5,0,2
335987,14,6,2,1
335987,14,6,6,2
335987,15,1,4,1
335987,15,2,1,1
335987,15,2,0,2
335987,15,3,6,1
335987,15,3,0,2
335987,15,4,4,1
335987,15,4,1,2
335987,15,5,0,2
335987,15,6,1,1
335987,15,6,1,2
335987,15,7,6,1
335987,15,7,0,2
335987,16,1,0,1
335987,16,2,1,1
335987,16,2,0,2
335987,16,3,2,1
335987,16,4,0,1
335987,16,5,1,1
335987,16,6,0,1
335987,17,1,1,1
335987,17,2,2,1
335987,17,3,1,1
335987,17,4,6,1
335987,17,5,2,1
335987,17,6,2,1
335987,18,1,0,1
335987,18,2,1,1
335987,18,3,0,1
335987,18,4,1,1
335987,18,5,4,1
335987,18,6,1,1
335987,19,1,6,1
335987,19,2,0,1
335987,19,3,6,1
335987,19,4,4,1
335987,19,5,1,1
335987,19,6,4,1
335987,20,1,6,1
335987,20,2,6,1
335987,20,3,2,1
335987,20,4,0,1
335987,20,5,2,1
335987,20,6,6,1
335988,1,1,0,1
335988,1,1,4,2
335988,1,2,0,1
335988,1,2,0,2
335988,1,3,1,1
335988,1,3,0,2
335988,1,4,0,1
335988,1,4,1,2
335988,1,5,4,1
335988,1,5,0,2
335988,1,6,0,1
335988,1,6,4,2
335988,2,1,4,1
335988,2,1,1,2
335988,2,2,4,1
335988,2,2,0,2
335988,2,3,4,1
335988,2,3,1,2
335988,2,4,2,1
335988,2,4,0,2
335988,2,5,4,2
335988,2,6,0,1
335988,2,6,1,2
335988,2,7,0,1
335988,3,1,0,1
335988,3,1,1,2
335988,3,2,4,1
335988,3,2,4,2
335988,3,3,0,1
335988,3,3,0,2
335988,3,4,1,1
335988,3,4,4,2
335988,3,5,0,1
335988,3,5,1,2
335988,3,6,1,1
335988,3,6,1,2
335988,3,7,0,1
335988,4,1,0,1
335988,4,1,0,2
335988,4,2,0,1
335988,4,2,0,2
335988,4,3,1,1
335988,4,3,1,2
335988,4,4,1,1
335988,4,4,1,2
335988,4,5,0,1
335988,4,5,2,2
335988,4,6,4,1
335988,4,6,6,2
335988,5,1,0,1
335988,5,1,0,2
335988,5,2,0,1
335988,5,2,0,2
335988,5,3,4,1
335988,5,3,1,2
335988,5,4,4,1
335988,5,4,1,2
335988,5,5,0,1
335988,5,5,4,2
335988,5,6,0,1
335988,5,6,4,2
335988,6,1,4,1
335988,6,1,1,2
335988,6,2,6,1
335988,6,2,6,2
335988,6,3,0,1
335988,6,3,1,2
335988,6,4,1,1
335988,6,5,0,1
335988,6,5,0,2
335988,6,6,0,1
335988,6,6,0,2
335988,6,8,6,2
335988,7,1,4,1
335988,7,1,1,2
335988,7,2,0,1
335988,7,2,1,2
335988,7,3,1,1
335988,7,3,1,2
335988,7,4,2,1
335988,7,4,1,2
335988,7,5,1,1
335988,7,5,0,2
335988,7,6,1,1
335988,7,6,1,2
335988,8,1,0,1
335988,8,1,4,2
335988,8,2,1,1
335988,8,2,4,2
335988,8,3,0,1
335988,8,3,1,2
335988,8,4,1,1
335988,8,4,1,2
335988,8,5,6,1
335988,8,5,4,2
335988,8,6,0,1
335988,8,6,1,2
335988,9,1,1,1
335988,9,1,4,2
335988,9,2,4,1
335988,9,2,4,2
335988,9,3,1,1
335988,9,3,1,2
335988,9,4,0,1
335988,9,4,1,2
335988,9,5,6,1
335988,9,5,1,2
335988,9,6,1,1
335988,9,7,1,2
335988,10,1,2,1
335988,10,1,1,2
335988,10,2,1,1
335988,10,2,6,2
335988,10,3,1,1
335988,10,3,0,2
335988,10,4,0,1
335988,10,4,1,2
335988,10,5,0,1
335988,10,5,4,2
335988,10,6,1,1
335988,10,6,1,2
335988,11,1,6,1
335988,11,1,1,2
335988,11,2,1,1
335988,11,2,0,2
335988,11,3,2,1
335988,11,3,1,2
335988,11,4,0,1
335988,11,4,1,2
335988,11,5,6,1
335988,11,5,1,2
335988,11,6,4,1
335988,11,6,1,2
335988,12,1,6,1
335988,12,1,1,2
335988,12,2,4,1
335988,12,2,6,2
335988,12,3,1,1
335988,12,3,4,2
335988,12,4,6,1
335988,12,4,0,2
335988,12,5,1,1
335988,12,5,0,2
335988,12,6,2,1
335988,12,6,1,2
335988,13,1,0,2
335988,13,2,0,1
335988,13,2,6,2
335988,13,3,1,1
335988,13,3,1,2
335988,13,4,0,2
335988,13,5,0,1
335988,13,5,4,2
335988,13,6,1,1
335988,13,6,1,2
335988,13,7,1,1
335988,13,8,1,1
335988,14,1,1,1
335988,14,1,1,2
335988,14,2,0,1
335988,14,2,1,2
335988,14,3,1,1
335988,14,3,1,2
335988,14,4,1,1
335988,14,5,6,1
335988,14,5,6,2
335988,14,6,0,1
335988,14,6,0,2
335988,14,7,0,2
335988,15,1,4,1
335988,15,1,1,2
335988,15,2,1,1
335988,15,2,0,2
335988,15,3,2,1
335988,15,3,4,2
335988,15,4,1,1
335988,15,4,1,2
335988,15,5,4,1
335988,15,5,1,2
335988,15,6,6,1
335988,15,6,6,2
335988,16,1,6,1
335988,16,1,2,2
335988,16,2,0,1
335988,16,2,0,2
335988,16,3,0,1
335988,16,3,4,2
335988,16,4,0,1
335988,16,4,1,2
335988,16,5,1,1
335988,16,5,1,2
335988,16,6,1,1
335988,16,6,2,2
335988,17,1,1,1
335988,17,1,0,2
335988,17,2,1,1
335988,17,2,1,2
335988,17,3,6,1
335988,17,3,1,2
335988,17,4,4,1
335988,17,4,4,2
335988,17,5,1,1
335988,17,5,1,2
335988,17,6,1,1
335988,17,6,2,2
335988,18,1,0,1
335988,18,1,1,2
335988,18,2,4,1
335988,18,2,1,2
335988,18,3,1,1
335988,18,3,2,2
335988,18,4,2,1
335988,18,4,0,2
335988,18,5,6,1
335988,18,5,0,2
335988,18,6,4,1
335988,18,6,0,2
335988,19,1,4,1
335988,19,1,1,2
335988,19,2,1,1
335988,19,2,1,2
335988,19,3,1,1
335988,19,3,1,2
335988,19,4,1,1
335988,19,4,1,2
335988,19,5,6,1
335988,19,5,2,2
335988,19,6,2,1
335988,19,6,1,2
335988,20,1,6,1
335988,20,1,1,2
335988,20,2,6,1
335988,20,2,1,2
335988,20,3,4,1
335988,20,3,0,2
335988,20,4,1,1
335988,20,4,6,2
335988,20,5,6,1
335988,20,5,1,2
335988,20,6,2,1
335988,20,6,0,2
335989,1,1,0,1
335989,1,1,0,2
335989,1,2,0,1
335989,1,2,0,2
335989,1,3,0,1
335989,1,3,0,2
335989,1,4,0,2
335989,1,5,0,1
335989,1,5,4,2
335989,1,6,0,1
335989,1,6,4,2
335989,1,7,6,1
335989,2,1,1,1
335989,2,1,4,2
335989,2,2,0,1
335989,2,2,4,2
335989,2,3,0,1
335989,2,3,4,2
335989,2,4,1,1
335989,2,4,0,2
335989,2,5,4,1
335989,2,5,0,2
335989,2,6,4,1
335989,2,7,0,2
335989,3,1,0,1
335989,3,1,0,2
335989,3,2,0,1
335989,3,2,4,2
335989,3,3,0,1
335989,3,3,0,2
335989,3,4,0,1
335989,3,4,1,2
335989,3,5,0,1
335989,3,5,0,2
335989,3,6,0,1
335989,3,6,0,2
335989,4,1,1,1
335989,4,1,1,2
335989,4,2,0,1
335989,4,2,0,2
335989,4,3,4,1
335989,4,3,4,2
335989,4,4,1,1
335989,4,4,1,2
335989,4,5,0,1
335989,4,5,4,2
335989,4,6,4,1
335989,4,6,0,2
335989,5,1,0,1
335989,5,1,0,2
335989,5,2,0,1
335989,5,2,1,2
335989,5,3,1,1
335989,5,3,6,2
335989,5,4,4,1
335989,5,4,4,2
335989,5,5,0,1
335989,5,5,0,2
335989,5,6,1,1
335989,5,6,1,2
335989,6,1,0,1
335989,6,1,0,2
335989,6,2,1,1
335989,6,3,0,1
335989,6,3,1,2
335989,6,4,0,1
335989,6,4,0,2
335989,6,5,1,1
335989,6,5,4,2
335989,6,6,0,1
335989,6,6,1,2
335989,6,7,0,2
335989,7,1,0,1
335989,7,1,1,2
335989,7,2,1,1
335989,7,2,1,2
335989,7,3,2,1
335989,7,3,0,2
335989,7,4,0,1
335989,7,4,0,2
335989,7,5,0,1
335989,7,5,1,2
335989,7,6,1,1
335989,7,6,1,2
335989,8,1,0,1
335989,8,1,1,2
335989,8,2,1,1
335989,8,2,4,2
335989,8,3,1,1
335989,8,4,0,1
335989,8,4,0,2
335989,8,5,0,1
335989,8,5,4,2
335989,8,6,1,1
335989,8,6,2,2
335989,8,7,0,2
335989,9,1,0,1
335989,9,1,0,2
335989,9,2,0,1
335989,9,2,1,2
335989,9,3,0,1
335989,9,3,4,2
335989,9,4,1,1
335989,9,4,0,2
335989,9,5,0,1
335989,9,5,1,2
335989,9,6,1,1
335989,9,6,1,2
335989,10,1,0,1
335989,10,1,0,2
335989,10,2,1,1
335989,10,3,1,1
335989,10,3,4,2
335989,10,4,1,1
335989,10,4,1,2
335989,10,5,1,1
335989,10,5,1,2
335989,10,6,1,1
335989,10,6,0,2
335989,10,7,1,2
335989,11,1,0,1
335989,11,1,1,2
335989,11,2,0,1
335989,11,2,1,2
335989,11,3,0,1
335989,11,3,4,2
335989,11,4,1,1
335989,11,4,1,2
335989,11,5,0,1
335989,11,5,1,2
335989,11,6,1,1
335989,11,6,1,2
335989,12,1,6,1
335989,12,1,1,2
335989,12,2,4,1
335989,12,2,1,2
335989,12,3,1,1
335989,12,3,2,2
335989,12,4,0,1
335989,12,4,1,2
335989,12,5,1,1
335989,12,5,0,2
335989,12,6,0,1
335989,12,6,0,2
335989,13,1,0,1
335989,13,1,1,2
335989,13,2,4,1
335989,13,2,1,2
335989,13,3,1,1
335989,13,3,1,2
335989,13,4,1,2
335989,13,5,0,1
335989,13,5,1,2
335989,13,6,1,1
335989,13,7,1,1
335989,13,7,1,2
335989,14,1,4,1
335989,14,1,1,2
335989,14,2,1,1
335989,14,2,0,2
335989,14,3,1,1
335989,14,3,1,2
335989,14,4,0,1
335989,14,4,1,2
335989,14,5,1,1
335989,14,5,1,2
335989,14,6,0,1
335989,14,6,0,2
335989,15,1,6,1
335989,15,2,0,1
335989,15,2,1,2
335989,15,3,0,1
335989,15,3,4,2
335989,15,4,1,1
335989,15,4,2,2
335989,15,5,1,1
335989,15,5,4,2
335989,15,6,1,1
335989,15,6,1,2
335989,15,7,0,2
335989,16,1,0,1
335989,16,1,4,2
335989,16,2,0,1
335989,16,3,4,1
335989,16,4,0,1
335989,16,5,4,1
335989,16,6,2,1
335989,17,1,1,1
335989,17,2,0,1
335989,17,3,1,1
335989,17,4,0,1
335989,17,5,1,1
335989,17,6,1,1
335989,18,1,0,1
335989,18,2,0,1
335989,18,3,0,1
335989,18,4,0,1
335989,18,5,1,1
335989,18,6,0,1
335989,19,1,0,1
335989,19,2,1,1
335989,19,3,4,1
335989,19,4,4,1
335989,19,5,0,1
335989,19,6,1,1
335989,20,1,4,1
335989,20,2,0,1
335989,20,3,1,1
335989,20,4,1,1
335989,20,5,2,1
335989,20,6,0,1
335990,1,1,0,1
335990,1,1,0,2
335990,1,2,4,1
335990,1,2,1,2
335990,1,3,0,1
335990,1,3,0,2
335990,1,4,0,1
335990,1,4,1,2
335990,1,5,4,1
335990,1,5,4,2
335990,1,6,0,1
335990,1,6,4,2
335990,2,1,1,1
335990,2,1,0,2
335990,2,2,0,1
335990,2,2,0,2
335990,2,3,0,1
335990,2,3,0,2
335990,2,4,0,1
335990,2,4,0,2
335990,2,5,0,1
335990,2,5,0,2
335990,2,6,0,1
335990,2,6,1,2
335990,3,1,0,1
335990,3,1,0,2
335990,3,2,4,1
335990,3,2,4,2
335990,3,3,0,1
335990,3,3,1,2
335990,3,4,1,1
335990,3,4,1,2
335990,3,5,0,1
335990,3,5,4,2
335990,3,6,1,2
335990,3,7,0,1
335990,4,1,0,1
335990,4,1,0,2
335990,4,2,1,1
335990,4,2,1,2
335990,4,3,0,1
335990,4,3,1,2
335990,4,4,0,1
335990,4,4,1,2
335990,4,5,2,1
335990,4,5,1,2
335990,4,6,0,1
335990,4,6,1,2
335990,5,1,4,2
335990,5,2,4,1
335990,5,2,1,2
335990,5,3,4,1
335990,5,3,4,2
335990,5,4,0,1
335990,5,4,0,2
335990,5,5,4,1
335990,5,6,0,1
335990,5,6,0,2
335990,5,7,6,1
335990,5,7,0,2
335990,6,1,1,1
335990,6,1,1,2
335990,6,2,4,1
335990,6,2,0,2
335990,6,3,0,1
335990,6,3,0,2
335990,6,4,0,1
335990,6,4,1,2
335990,6,5,1,1
335990,6,5,1,2
335990,6,6,0,1
335990,6,6,0,2
335990,7,1,1,1
335990,7,1,1,2
335990,7,2,0,1
335990,7,2,0,2
335990,7,3,1,1
335990,7,3,4,2
335990,7,4,4,1
335990,7,4,0,2
335990,7,5,1,1
335990,7,5,0,2
335990,7,6,0,1
335990,7,6,1,2
335990,8,1,0,1
335990,8,1,2,2
335990,8,2,1,1
335990,8,2,1,2
335990,8,3,1,1
335990,8,3,1,2
335990,8,4,1,1
335990,8,4,1,2
335990,8,5,1,1
335990,8,5,1,2
335990,8,6,2,1
335990,8,6,2,2
335990,9,1,0,1
335990,9,1,6,2
335990,9,2,1,1
335990,9,2,6,2
335990,9,3,1,1
335990,9,4,4,1
335990,9,4,0,2
335990,9,5,1,1
335990,9,5,1,2
335990,9,6,4,1
335990,9,6,0,2
335990,9,7,1,2
335990,10,1,0,1
335990,10,1,1,2
335990,10,2,1,1
335990,10,2,4,2
335990,10,3,0,1
335990,10,3,1,2
335990,10,4,0,1
335990,10,4,0,2
335990,10,5,0,1
335990,10,5,1,2
335990,10,6,0,1
335990,10,6,0,2
335990,11,1,1,1
335990,11,1,1,2
335990,11,2,1,1
335990,11,2,1,2
335990,11,3,4,1
335990,11,3,0,2
335990,11,4,1,1
335990,11,4,1,2
335990,11,5,0,1
335990,11,5,0,2
335990,11,6,0,1
335990,11,6,1,2
335990,12,1,0,1
335990,12,1,1,2
335990,12,2,2,1
335990,12,2,4,2
335990,12,3,1,1
335990,12,3,1,2
335990,12,4,0,1
335990,12,4,1,2
335990,12,5,4,1
335990,12,5,6,2
335990,12,6,6,1
335990,12,6,1,2
335990,13,1,0,1
335990,13,1,0,2
335990,13,2,1,1
335990,13,2,4,2
335990,13,3,0,1
335990,13,3,4,2
335990,13,4,0,1
335990,13,4,0,2
335990,13,5,1,1
335990,13,5,1,2
335990,13,6,1,1
335990,13,6,1,2
335990,14,1,0,1
335990,14,1,1,2
335990,14,2,0,1
335990,14,3,0,1
335990,14,3,0,2
335990,14,4,1,1
335990,14,4,0,2
335990,14,5,0,1
335990,14,5,0,2
335990,14,6,0,1
335990,14,7,0,2
335990,14,8,2,2
335990,15,1,1,1
335990,15,1,1,2
335990,15,2,1,1
335990,15,2,1,2
335990,15,3,1,1
335990,15,3,1,2
335990,15,4,0,1
335990,15,4,4,2
335990,15,5,2,1
335990,15,5,1,2
335990,15,6,1,1
335990,15,6,1,2
335990,16,1,1,1
335990,16,1,1,2
335990,16,2,1,1
335990,16,2,4,2
335990,16,3,1,1
335990,16,3,1,2
335990,16,4,0,2
335990,16,5,1,1
335990,16,5,1,2
335990,16,6,4,1
335990,16,6,1,2
335990,16,7,4,1
335990,17,1,1,1
335990,17,1,6,2
335990,17,2,0,1
335990,17,2,1,2
335990,17,3,4,1
335990,17,3,1,2
335990,17,4,1,1
335990,17,4,1,2
335990,17,5,0,1
335990,17,5,1,2
335990,17,6,4,1
335990,17,6,0,2
335990,18,1,2,1
335990,18,1,6,2
335990,18,2,6,1
335990,18,2,1,2
335990,18,3,1,1
335990,18,3,1,2
335990,18,4,4,1
335990,18,4,1,2
335990,18,5,6,1
335990,18,5,4,2
335990,18,6,1,1
335990,18,6,6,2
335990,19,1,1,1
335990,19,1,1,2
335990,19,2,1,1
335990,19,2,4,2
335990,19,3,0,1
335990,19,3,1,2
335990,19,4,1,1
335990,19,4,0,2
335990,19,5,0,1
335990,19,5,2,2
335990,19,6,6,1
335990,19,6,0,2
335990,20,1,1,1
335990,20,1,1,2
335990,20,2,0,1
335990,20,3,4,1
335990,20,3,0,2
335990,20,4,1,1
335990,20,4,0,2
335990,20,5,1,1
335990,20,5,1,2
335990,20,6,0,1
335991,1,1,1,1
335991,1,1,1,2
335991,1,2,0,1
335991,1,2,4,2
335991,1,3,2,1
335991,1,3,0,2
335991,1,4,0,1
335991,1,4,1,2
335991,1,5,0,1
335991,1,5,0,2
335991,1,6,0,1
335991,1,6,0,2
335991,1,7,5,1
335991,2,1,0,1
335991,2,1,0,2
335991,2,2,1,1
335991,2,2,0,2
335991,2,3,0,1
335991,2,3,0,2
335991,2,4,1,1
335991,2,4,2,2
335991,2,5,0,2
335991,2,6,0,1
335991,2,6,4,2
335991,2,8,0,1
335991,3,1,1,1
335991,3,1,0,2
335991,3,2,0,1
335991,3,2,0,2
335991,3,3,0,1
335991,3,3,0,2
335991,3,4,1,1
335991,3,4,0,2
335991,3,5,4,1
335991,3,5,0,2
335991,3,6,1,1
335991,3,6,1,2
335991,4,1,0,1
335991,4,1,0,2
335991,4,2,0,1
335991,4,2,0,2
335991,4,3,0,1
335991,4,3,1,2
335991,4,4,0,1
335991,4,4,1,2
335991,4,5,0,1
335991,4,5,0,2
335991,4,6,0,1
335991,4,6,1,2
335991,5,1,1,1
335991,5,1,0,2
335991,5,2,0,1
335991,5,2,0,2
335991,5,3,0,1
335991,5,3,0,2
335991,5,4,1,1
335991,5,4,1,2
335991,5,5,0,1
335991,5,5,0,2
335991,5,6,0,1
335991,5,6,1,2
335991,6,1,6,1
335991,6,1,1,2
335991,6,2,0,1
335991,6,2,0,2
335991,6,3,6,1
335991,6,3,0,2
335991,6,4,4,1
335991,6,4,0,2
335991,6,5,0,1
335991,6,5,1,2
335991,6,6,0,1
335991,6,6,1,2
335991,7,1,1,1
335991,7,1,0,2
335991,7,2,0,1
335991,7,2,0,2
335991,7,3,1,1
335991,7,3,0,2
335991,7,4,4,1
335991,7,5,0,1
335991,7,5,0,2
335991,7,6,0,1
335991,7,6,1,2
335991,7,7,1,2
335991,8,1,0,1
335991,8,1,0,2
335991,8,2,0,1
335991,8,2,1,2
335991,8,3,0,1
335991,8,3,0,2
335991,8,4,1,1
335991,8,4,0,2
335991,8,5,0,1
335991,8,5,0,2
335991,8,6,0,1
335991,8,6,0,2
335991,8,7,0,1
335991,9,1,0,1
